,id,content
1160,{M4R0-I2DY07CY-3078USNU},"[(45, 0.25884303), (77, 0.067609794), (89, 0.2607351), (91, 0.3720033), (97, 0.0237791)]"
1161,{S2A6-K6YR74HI-3264FJFM},"[(39, 0.62448686), (40, 0.059674837), (51, 0.06892058), (84, 0.23186032)]"
1162,{N0Z6-T0TP36II-1321EYKN},"[(23, 0.1279559), (37, 0.8496892)]"
1163,{E5J5-J1ZJ64TH-6333QAKU},"[(1, 0.04767956), (13, 0.62800455), (30, 0.30521408)]"
1164,{K2G7-D9RA20JC-2750UUAZ},"[(46, 0.98088825)]"
1165,{L6I6-P9FJ75SN-0800QQSD},"[(36, 0.20635048), (48, 0.52635294), (75, 0.20907666), (83, 0.042158518)]"
1166,{A5O3-V7VK20GH-8756OPYX},"[(70, 0.16474283), (94, 0.81829834)]"
1167,{H5P9-C3IC93VV-9489KLOR},"[(0, 0.85579395), (96, 0.12808022)]"
1168,{S2M8-O8SW33QN-5121UJLY},"[(12, 0.02125462), (53, 0.71338457), (57, 0.24989522)]"
1169,{H2O3-M1MG89MS-5089VYOQ},"[(49, 0.057445556), (58, 0.920198)]"
1170,{T7M6-Q3EU44JV-4185TSAV},"[(86, 0.98047864)]"
1171,{C3J4-D3VB44SA-9018WHBF},"[(35, 0.4241035), (75, 0.16990551), (92, 0.38435462)]"
1172,{O1M7-D8YS73YT-5989GKUS},"[(71, 0.12391438), (94, 0.85912627)]"
1173,{Y8S2-E8CE83KQ-2160UDXR},"[(57, 0.44721767), (70, 0.18074825), (80, 0.028184524), (86, 0.32855365)]"
1174,{M7A3-K1SV01NY-8047FBKN},"[(34, 0.36939695), (90, 0.5750202), (91, 0.037211444)]"
1175,{R5F4-U0AR04FR-9955KEAO},"[(44, 0.18602692), (98, 0.7983599)]"
1176,{G7N6-O7RS08QZ-3429NRPP},"[(20, 0.1781105), (41, 0.58966416), (48, 0.07553825), (97, 0.14007345)]"
1177,{B7H8-L3DL02LJ-0649ALNV},"[(22, 0.52887344), (80, 0.44877225)]"
1178,{U7U3-Z4OF36II-2051FCFK},"[(23, 0.91922784), (55, 0.061856296)]"
1179,{O2Q2-M2JY51OZ-4672TDDT},"[(27, 0.49273387), (87, 0.4893821)]"
1180,{H2Z1-F3FW39ST-6169ODCZ},"[(14, 0.093140356), (87, 0.8828681)]"
1181,{J2E9-G7TG37ML-9975HBPP},"[(49, 0.68043107), (69, 0.12112909), (79, 0.18298486)]"
1182,{C0E9-U6YS82LW-7881MDYK},"[(21, 0.9792998)]"
1183,{H4S1-Y3AZ01NM-0615NRZP},"[(12, 0.243235), (13, 0.73669094)]"
1184,{P1O3-Q3FP61BT-2887CVEA},"[(38, 0.76598114), (65, 0.2011772), (73, 0.016055644)]"
1185,{K5B2-F5MN09UI-8068NBLO},"[(83, 0.96688324)]"
1186,{Z8J6-G7IP07OH-8724DIIG},"[(28, 0.09373389), (36, 0.51749593), (58, 0.08564031), (99, 0.2865156)]"
1187,{X6P8-A6FV79MA-6030WCGO},"[(11, 0.59687585), (50, 0.3442074), (95, 0.04088577)]"
1188,{E9U6-A3LK71LR-5265POPU},"[(15, 0.33459342), (21, 0.19513719), (86, 0.4499851)]"
1189,{W9W6-B3JL88VM-4577TYEA},"[(69, 0.985388)]"
1190,{Z2B8-Q3OG78ZO-9580SDYU},"[(33, 0.08082263), (37, 0.4383161), (39, 0.056522924), (70, 0.41016692)]"
1191,{T8P6-J3KS98FQ-4058XDQK},"[(31, 0.031828143), (69, 0.9353833)]"
1192,{T4P4-L5KG05EC-0370ZFOO},"[(72, 0.8128719), (85, 0.1652672)]"
1193,{V8P6-R9RV85FC-6026BMVY},"[(64, 0.9808896)]"
1194,{A5T8-F5OB03IT-9226KTFA},"[(17, 0.98089176)]"
1195,{V1Y8-F1WR66QX-3402WQZS},"[(68, 0.5210347), (70, 0.032652356), (79, 0.42758766)]"
1196,{I6I1-H8PY82AY-9066XHDO},"[(7, 0.4766636), (47, 0.42847034), (92, 0.07614175)]"
1197,{D8C5-F7OR15ST-8068GSLR},"[(31, 0.022253381), (74, 0.38154805), (75, 0.5791179)]"
1198,{M4Y8-R3HZ30QR-4178CLHE},"[(25, 0.79141295), (96, 0.19246097)]"
1199,{F0Z4-K9TB74AM-5685CZLU},"[(10, 0.20272022), (20, 0.103883), (66, 0.40414903), (96, 0.2760473)]"
1200,{I2I5-E0CE52WT-4535EHHE},"[(26, 0.97634256)]"
1201,{B3S8-Q3YS88GB-5569RADA},"[(11, 0.27340665), (91, 0.7104684)]"
1202,{O8B2-Q1SH55XF-1056DHWA},"[(6, 0.10344153), (49, 0.8377482), (57, 0.029302796)]"
1203,{W7L3-I5UN21OJ-0878PWZS},"[(31, 0.21411446), (91, 0.76766884)]"
1204,{G7S8-E5ZC26CI-5162OVLY},"[(79, 0.95266455), (81, 0.032202475)]"
1205,{A2K0-J7DI05SK-1520QGDA},"[(11, 0.26594764), (75, 0.22633538), (98, 0.49063465)]"
1206,{J2D9-H6IJ00BR-5988GZMB},"[(58, 0.6264807), (65, 0.3142949), (98, 0.0389412)]"
1207,{Y7K0-M5SR55JK-4240UAIB},"[(18, 0.97452193)]"
1208,{U3L5-H9JS80RW-3539YWHN},"[(71, 0.2150695), (96, 0.766012)]"
1209,{T2J8-F0MU35IL-1795ZPOI},"[(33, 0.3403653), (59, 0.63727725)]"
1210,{O1J8-C8VY15PA-1487DJQB},"[(55, 0.9788584)]"
1211,{A1O8-P6NH16DP-0430OGSM},"[(12, 0.96444905), (68, 0.015477049)]"
1212,{X5I6-P6ZQ72TW-2878BWGB},"[(17, 0.24121371), (29, 0.12097005), (60, 0.61909455)]"
1213,{I3E8-V1TK40XO-6933DKJR},"[(35, 0.02085699), (75, 0.9582162)]"
1214,{X4N9-T3FR68OE-6309HGNX},"[(13, 0.059855975), (43, 0.9219279)]"
1215,{V8A0-R5OC59IN-9499EKXU},"[(39, 0.7601245), (83, 0.22320269)]"
1216,{E0B6-B1TG19QT-8497LFPW},"[(19, 0.046073783), (21, 0.16966347), (45, 0.11563585), (48, 0.6538014)]"
1217,{E7M2-G0QL55IW-7008MKYF},"[(77, 0.9618031), (87, 0.011612064)]"
1218,{I4S7-L2CJ12ZU-0742IUUL},"[(63, 0.9738495)]"
1219,{B1T1-Q3QU89OP-1214MNZT},"[(28, 0.4418603), (46, 0.51880115)]"
1220,{S3A6-M9BT19QM-6575IKFW},"[(6, 0.36830476), (72, 0.58233416), (86, 0.035251293)]"
1221,{X9A7-A3JR78PM-0500BNZX},"[(62, 0.0119522475), (66, 0.95892805)]"
1222,{D3V7-J1DU80CB-5456QLJT},"[(5, 0.41640046), (51, 0.02125901), (92, 0.5480226)]"
1223,{G4K4-C6BJ17TX-4268HSZY},"[(20, 0.55580974), (52, 0.063050754), (54, 0.3599725)]"
1224,{R4V8-K5VE77YX-6306TUJI},"[(38, 0.6872691), (67, 0.29265824)]"
1225,{B9L7-I7OA04NS-7698LCKN},"[(0, 0.727763), (41, 0.0559691), (89, 0.19947863)]"
1226,{E2T4-B8FF00SR-0901XXMJ},"[(53, 0.9716128)]"
1227,{P2V0-B3JV59SJ-1425GLYK},"[(5, 0.048243314), (9, 0.098979026), (42, 0.17091404), (63, 0.56146705), (98, 0.10476213)]"
1228,{P3U7-G4YA36SV-0878FQPD},"[(21, 0.7120577), (24, 0.27127126)]"
1229,{M3K6-P8VO86IM-1656SOOW},"[(11, 0.1764874), (34, 0.80383956)]"
1230,{J0S0-S7QJ51UM-2194MXME},"[(12, 0.46239182), (48, 0.12401743), (53, 0.38739786), (94, 0.010650028)]"
1231,{W6K5-F8EY73AQ-7297AHHE},"[(6, 0.48068416), (50, 0.5004005)]"
1232,{N0W3-Y4PZ85MX-4723HLTH},[]
1233,{Z6C0-I1FH81VW-9531RRMK},"[(46, 0.27904892), (50, 0.7004584)]"
1234,{V0Q8-V2BA14BC-1263NETG},"[(28, 0.04950245), (65, 0.19823575), (98, 0.7366707)]"
1235,{C6D2-D1CD03KC-1166FNRT},"[(39, 0.14620738), (45, 0.41271287), (50, 0.16198269), (63, 0.25982332)]"
1236,{M5X6-J6UV45LH-3531CWBP},"[(40, 0.05609619), (51, 0.92423165)]"
1237,{P1M9-U0KI26XZ-8017BFYU},"[(39, 0.64365536), (92, 0.23525697), (99, 0.10370072)]"
1238,{J8G6-V2OR93CW-5069WOMQ},"[(90, 0.9745195)]"
1239,{P6G2-W3HB86MF-4977VGCR},"[(24, 0.53253776), (75, 0.45050198)]"
1240,{Q8T3-T3MK29XR-4018UNBP},"[(37, 0.26491493), (82, 0.7189597)]"
1241,{V3P2-T0UW43BU-2280TVPZ},"[(53, 0.97741574)]"
1242,{O4V6-N9FQ04NF-3957CWGO},"[(98, 0.9631931)]"
1243,{T3Z5-J4TS13BI-4765KIUW},"[(48, 0.24285303), (55, 0.03839604), (73, 0.70104825)]"
1244,{U1N6-O7HI46WU-2990DZSF},"[(41, 0.38803527), (51, 0.59408)]"
1245,{N4D5-V3DB89WM-3385KTKZ},"[(25, 0.97452277)]"
1246,{U9Z1-F1YU31WR-3082FZYL},"[(28, 0.5934717), (63, 0.2615036), (69, 0.012659468), (89, 0.11418459)]"
1247,{G9E2-E5RE85DL-6968PJJZ},"[(68, 0.5754037), (91, 0.4049219)]"
1248,{P4G2-Z5PZ54YL-4255QELW},"[(80, 0.9731447)]"
1249,{A0G5-R1VZ16QJ-7657MVUW},"[(32, 0.14344995), (37, 0.42868295), (64, 0.32542673), (95, 0.088269055)]"
1250,{V9O6-Q0LG84DR-2629IOSR},"[(9, 0.8364204), (34, 0.13769205)]"
1251,{F2R9-K9UJ09WE-8268LRAY},"[(1, 0.2812522), (3, 0.2882527), (45, 0.2544724), (74, 0.16185093)]"
1252,{Q6V9-L2QT63WS-4674VZKP},"[(2, 0.058372848), (21, 0.111707985), (54, 0.8131332)]"
1253,{Q4I4-Y7ZR27YF-0214XGLY},"[(19, 0.050466977), (39, 0.23849611), (48, 0.11993201), (74, 0.44857), (83, 0.1260921)]"
1254,{K1D4-P8TI46ZE-1455RHUZ},"[(60, 0.2993077), (71, 0.09107141), (97, 0.5928338)]"
1255,{C6G2-D0WN38IM-3624TGQK},"[(76, 0.1953235), (77, 0.61243516), (80, 0.1772618)]"
1256,{U9Q2-Z0WV96ME-7881AOGN},"[(63, 0.9779201)]"
1257,{A7B3-A5EW02XG-7171DITO},"[(6, 0.0771011), (31, 0.15924248), (37, 0.42028883), (56, 0.32501355)]"
1258,{G3B3-B7KR78FP-1005EITW},"[(5, 0.53662115), (38, 0.41535142), (98, 0.028555322)]"
1259,{F5P9-I9AM83DC-2172BVTR},"[(36, 0.14208567), (62, 0.8360536)]"
1260,{A3N4-C7OG70EN-7590JUBT},[]
1261,{D1B8-K8DF58LK-6389IQHA},"[(49, 0.9757647)]"
1262,{E8H3-X9YN09ZD-0855FLBR},"[(58, 0.9716105)]"
1263,{H4S4-B0AC35GX-5685ZROD},"[(53, 0.17656626), (57, 0.08388562), (70, 0.48870963), (94, 0.23623802)]"
1264,{Q1U9-C9KU51TE-7593GQHE},"[(73, 0.16653194), (77, 0.8145534)]"
1265,{B4G9-N6XV10RX-3965RBSI},"[(58, 0.3616353), (69, 0.19482394), (99, 0.42551008)]"
1266,{Q1E9-T4TO99NR-2769FMVU},"[(12, 0.9779188)]"
1267,{O8Y4-K8ZR74XZ-2002KUAB},"[(19, 0.28983152), (30, 0.6919521)]"
1268,{J4T1-E8CH55IJ-9008OZVG},"[(49, 0.06912219), (75, 0.013059453), (78, 0.8987278)]"
1269,{S2A5-R3OL13PX-5372HXCC},"[(4, 0.2729203), (75, 0.3312082), (76, 0.37677935)]"
1270,{L6G6-G6JE12MY-0134TNKF},"[(5, 0.11995842), (58, 0.8618255)]"
1271,{F2A7-Y1CZ53DL-8503WESV},"[(41, 0.43703952), (59, 0.5428859)]"
1272,{I2L8-L7VN33TU-8641AWUL},"[(72, 0.97201574)]"
1273,{A6S5-F1MM57KQ-9282LQKJ},"[(55, 0.59209204), (97, 0.38071284)]"
1274,{G5X3-Z3TT87MZ-1125ZWHW},"[(22, 0.11796761), (26, 0.7850357), (63, 0.07862546)]"
1275,{U5N0-D9KT82SH-1353KTHL},"[(49, 0.97634244)]"
1276,{N0V0-Y6DY77VB-5725HQHO},[]
1277,{T5U1-A8SD13UJ-0475GIBN},"[(5, 0.45650053), (43, 0.079448566), (69, 0.1678615), (94, 0.27477443)]"
1278,{P4C3-Z0QN12EC-4168KKHL},"[(61, 0.116640225), (63, 0.8669666)]"
1279,{B6J3-J5KT79KC-0094PVJD},"[(19, 0.46033397), (31, 0.22285295), (95, 0.29609674)]"
1280,{G1T8-R3AW51UY-5415KVTL},"[(39, 0.6622735), (53, 0.111590646), (60, 0.2066627)]"
1281,{E6S5-G0BH50VC-5815AMKR},"[(6, 0.57283485), (24, 0.39735574)]"
1282,{O1D6-Y0DN82KO-6079ZNBZ},"[(5, 0.07897168), (83, 0.90346295)]"
1283,{A7Q0-M7PU57AP-9049WESB},"[(79, 0.9057073), (95, 0.07030169)]"
1284,{S9D2-W5BH59RA-4007FLKW},"[(28, 0.0892484), (33, 0.62620133), (74, 0.26684693)]"
1285,{I8F6-F3ED20DM-1551VNGT},"[(12, 0.8690313), (31, 0.07596559), (67, 0.03125443)]"
1286,{Z6Y9-K5SR02PV-3123SEES},"[(30, 0.04870682), (85, 0.9273025)]"
1287,{Y9L0-I5OO54VD-0492FYPC},"[(82, 0.21998355), (98, 0.752692)]"
1288,{O3K0-A5FS39EY-8388UKEK},"[(35, 0.25353917), (56, 0.7288943)]"
1289,{V2D0-Y4NZ89CF-0390DFOZ},"[(5, 0.56989425), (59, 0.22511101), (64, 0.14836024), (71, 0.042034134)]"
1290,{S5T8-D0PT87GV-1283EFXI},"[(36, 0.3968912), (79, 0.109138705), (88, 0.47626764)]"
1291,{Z7E4-X5GY32JK-3520CQSR},"[(57, 0.17785451), (71, 0.8045807)]"
1292,{Y2Q3-O8SU56MK-6588RPIO},"[(19, 0.09994193), (51, 0.8807701)]"
1293,{S3Y8-W5JJ43UK-8650XZNB},"[(71, 0.7939216), (90, 0.18265821)]"
1294,{S4J8-A9WH42WR-0852RMCK},"[(13, 0.7291585), (75, 0.2474212)]"
1295,{Q0Q5-X7KH45JH-7799MTYA},"[(37, 0.3177412), (71, 0.6646941)]"
1296,{X9R6-T2YQ44SC-6203XSSH},"[(17, 0.9723996)]"
1297,{X2V2-F9AG82LE-5451UTKY},"[(10, 0.293658), (94, 0.68705535)]"
1298,{U9P7-T2FT75QY-2693QCCP},"[(11, 0.31945094), (51, 0.6616338)]"
1299,{H1Y3-O9KB40RN-9485RYKE},"[(91, 0.8693483), (94, 0.10448486)]"
1300,{S7Q8-N5ZJ89PL-3708YWPL},"[(20, 0.29178637), (48, 0.68999743)]"
1301,{R7W2-R3DT34KX-3282CWMP},"[(3, 0.17453875), (41, 0.05220593), (64, 0.7533855)]"
1302,{D5B1-J8ZD17LK-4374SLUR},"[(77, 0.9844749)]"
1303,{G3V1-Y0XE77EN-5031DFGW},"[(5, 0.9372432), (30, 0.036868937)]"
1304,{O4Z6-B3MS36XK-4095UWMB},"[(52, 0.97077954)]"
1305,{C2Z4-U5YB05PA-7024BZTX},"[(21, 0.38444698), (40, 0.5979879)]"
1306,{V2F1-W4VG81OI-1538TSRA},"[(3, 0.5934199), (90, 0.387294)]"
1307,{J8K3-E7NP02GP-8515JPPH},"[(40, 0.9260734), (74, 0.055012316)]"
1308,{Y7V7-K7XN79CP-7441GHUC},"[(3, 0.38620916), (90, 0.5959066)]"
1309,{Q5Z4-J0QV51OH-6586HOWJ},"[(21, 0.1624351), (95, 0.8182772)]"
1310,{W4R8-T5ZK97VR-9861ZLOW},"[(95, 0.9819338)]"
1311,{R8H9-S8TX80YL-8534PPFG},"[(53, 0.31036887), (85, 0.21920907), (98, 0.45446002)]"
1312,{L0D4-N6XY17YC-1178OOOA},"[(28, 0.20772915), (51, 0.015825955), (76, 0.5868776), (77, 0.010534575), (90, 0.16169372)]"
1313,{S7V8-R7LN66JM-4081CDFN},"[(17, 0.30520633), (22, 0.36259916), (48, 0.31310332)]"
1314,{W8J2-W0HA21XK-3086MRVQ},"[(5, 0.47100514), (51, 0.50806725)]"
1315,{J8D6-A9UP37EH-3765BRLO},"[(61, 0.026814805), (73, 0.13515791), (81, 0.821801)]"
1316,{X6D2-W9XX05DT-1240FEZK},"[(82, 0.9707735)]"
1317,{T6U3-V7OJ90MT-2818PGAA},[]
1318,{J6O6-F2LK86VQ-4601VHFB},"[(83, 0.97148794)]"
1319,{V3I3-F3RE35PV-5472LSSL},"[(55, 0.02005098), (72, 0.6361623), (89, 0.33114228)]"
1320,{Y6S1-U5VL73NO-5049LRNS},"[(2, 0.0896722), (24, 0.6074013), (57, 0.2842005)]"
1321,{O0G1-K9SQ10LY-8537QTIZ},"[(22, 0.04775916), (88, 0.92635524)]"
1322,{U8W9-N7BX27DD-4145QTJO},"[(1, 0.24890912), (22, 0.73496634)]"
1323,{Y0Z3-R9HM36NV-8745OXGA},"[(80, 0.2047498), (88, 0.7693658)]"
1324,{G7W8-N2MM04UG-2624LIFT},"[(12, 0.62864774), (55, 0.3534668)]"
1325,{I7L9-V5CX65TV-5416XDVD},"[(11, 0.021041775), (50, 0.9628333)]"
1326,{C7O5-Y1OB84PS-1482LOBF},"[(46, 0.10596314), (47, 0.82165897), (58, 0.053653132)]"
1327,{M4B5-O3DY58XJ-5042YJFO},"[(0, 0.1278964), (89, 0.2640029), (99, 0.59214073)]"
1328,{Y4N4-X3JQ65BK-5402QHZI},"[(86, 0.97314304)]"
1329,{S9R4-B2GX88HL-0974GOGS},"[(8, 0.38631898), (26, 0.30598766), (66, 0.29504806)]"
1330,{O4G1-Z5TA53ZC-2287TILF},"[(60, 0.23716243), (63, 0.12728691), (68, 0.32336766), (74, 0.29758286)]"
1331,{Z8N5-W4UH58KK-4418VNKK},"[(3, 0.2310926), (23, 0.2760926), (56, 0.47542685)]"
1332,{F9Z0-L9CC64OK-7590RHOK},"[(69, 0.5518704), (94, 0.4299142)]"
1333,{M3L2-L1XQ36AF-0223QPSP},"[(26, 0.9768891)]"
1334,{M5Y1-M9CX35XX-2358FRRN},"[(25, 0.23284629), (37, 0.740571)]"
1335,{H2M0-T7SU63TK-9291ZZEN},"[(39, 0.45044038), (41, 0.41916835), (81, 0.10407239)]"
1336,{B6X8-L3GD11ON-1246XFRO},"[(21, 0.43157), (52, 0.40990156), (89, 0.13943653)]"
1337,{B8Y9-R1FF37WW-2386KBVQ},"[(81, 0.23501486), (90, 0.74531144)]"
1338,{P0F4-N1YX39AA-2450MSBS},"[(57, 0.47966716), (88, 0.50420773)]"
1339,{Q1G5-Z7NU32OX-6375KHLD},"[(20, 0.5468545), (55, 0.43347225)]"
1340,{Q7U5-J6KP39EY-8984RWIX},"[(32, 0.96989155)]"
1341,{S7M7-W1WJ06XO-1670WGIY},"[(56, 0.50139433), (58, 0.32296106), (74, 0.1540076)]"
1342,{P8X9-E1LX54RN-8525OAMN},"[(6, 0.040273257), (31, 0.2113679), (66, 0.5195305), (74, 0.14146884), (93, 0.07002048)]"
1343,{S1C3-L2NR41QK-0833MXSD},"[(31, 0.97972405)]"
1344,{Z0N9-I7HB57RP-2569ELQL},"[(44, 0.2231693), (63, 0.35459086), (80, 0.40573704)]"
1345,{W5T9-V3BA42RO-8223ANRJ},"[(1, 0.5504433), (15, 0.41612017), (82, 0.014710997)]"
1346,{N4Z0-R3UD93ZX-8046TTMT},"[(23, 0.39794236), (68, 0.013123949), (81, 0.2813668), (82, 0.29251027)]"
1347,{Z2H4-R7LT74EU-3870HABB},"[(37, 0.82291096), (39, 0.1552322)]"
1348,{J4H0-A0BH78MT-5723EMFY},"[(0, 0.5597006), (65, 0.42138404)]"
1349,{K0X3-Z8VU86BP-9781ZLNY},"[(4, 0.15459532), (33, 0.15029004), (54, 0.67741174)]"
1350,{P7G6-E7BR24PH-8274FABV},"[(54, 0.9831602)]"
1351,{B0A7-L3TX09KZ-2064XVTW},"[(18, 0.5523373), (75, 0.42874584)]"
1352,{Q0K4-O9CI90HJ-9787SZTW},"[(17, 0.5636605), (38, 0.096117675), (57, 0.31993678)]"
1353,{N7I4-X8EZ89GV-0507XLHI},"[(92, 0.9613079)]"
1354,{G5A2-H5TA79FX-3668AJTS},"[(8, 0.11635285), (80, 0.86023)]"
1355,{V3D7-R2KR62EG-2143ENCF},"[(25, 0.5916447), (95, 0.3910987)]"
1356,{N1I6-A7ML96ZT-9765ZTWA},"[(41, 0.23658647), (56, 0.72197545), (58, 0.023734577)]"
1357,{R5E4-W0MQ95OM-4217NISW},"[(20, 0.0703926), (53, 0.5235922), (66, 0.3876443)]"
1358,{B7F0-X2NS87SC-1930ZEYS},"[(19, 0.6645813), (84, 0.31492662)]"
1359,{Q3S2-E1IU27WO-6634GVQW},"[(24, 0.98494476)]"
1360,{P4X4-C3CR95MJ-2012BJKU},"[(43, 0.05766081), (49, 0.57384694), (90, 0.35278815)]"
1361,{M7O8-G3LL16RY-1319QHJS},"[(2, 0.6041905), (93, 0.3748804)]"
1362,{M9F6-T0VE42AM-5043CGZG},"[(28, 0.40432844), (60, 0.2202683), (77, 0.06511382), (84, 0.2959068)]"
1363,{Z3G9-Z9SF07CV-6255CVKE},"[(14, 0.25339815), (30, 0.7252216)]"
1364,{Q2R4-P8TE74MM-4664OAEK},"[(87, 0.9668801)]"
1365,{W5V2-G3AR72YP-6959OSUP},"[(39, 0.26595417), (88, 0.7173738)]"
1366,{M4E9-X9GR46CZ-7269SDND},"[(76, 0.97077787)]"
1367,{R8A2-M6FK07HX-8619TJWA},"[(15, 0.44201437), (30, 0.540419)]"
1368,{U1O4-R4HB36MS-8186UYHK},"[(4, 0.016297037), (28, 0.22580333), (83, 0.62621874), (96, 0.11160496)]"
1369,{C7U0-R8JY08GF-9937LZUZ},"[(72, 0.8687427), (96, 0.110765114)]"
1370,{H3C9-G1XI60YL-4929HYZA},"[(77, 0.9831578)]"
1371,{R0T9-T2TP81CN-9156AEIX},"[(18, 0.9788581)]"
1372,{R9G6-D7HI93TD-9012XTAQ},"[(91, 0.9801265)]"
1373,{B5A3-X0VM08RR-5103JRDX},"[(24, 0.5992876), (25, 0.25662896), (30, 0.12837954)]"
1374,{U7A6-E7ME47BD-7860OMVK},"[(23, 0.085409656), (38, 0.8720193), (55, 0.020933269)]"
1375,{S6G0-K7FC30TH-4722EPIL},"[(27, 0.5028571), (87, 0.47925887)]"
1376,{F7Y2-K3XD00IG-4017ULDD},"[(19, 0.7052885), (50, 0.12638229), (60, 0.14885625)]"
1377,{F7U5-E5IJ16RD-6525UDAN},"[(1, 0.9747258)]"
1378,{N5C9-W5SQ13XW-6795MJVZ},"[(28, 0.060013533), (62, 0.38008615), (86, 0.5446869)]"
1379,{L3I1-L8DY82OJ-9880TNFZ},"[(35, 0.4231895), (55, 0.3857871), (85, 0.17581023)]"
1380,{F2D4-O9CL27MG-6426TWHG},"[(48, 0.95860255)]"
1381,{G0X0-F0IB26XE-2410OWOP},"[(88, 0.04864219), (98, 0.9304285)]"
1382,{O2U4-H1HS69FO-1140TVWN},"[(28, 0.760353), (68, 0.099878825), (76, 0.12139799)]"
1383,{L1H1-E0KR43GY-4756MTCC},"[(3, 0.06365824), (45, 0.9161866)]"
1384,{K5B4-L5TD60WN-8411HFPL},"[(2, 0.7678689), (78, 0.2112013)]"
1385,{X4W1-A8YV88WG-1902GZCE},"[(1, 0.8126144), (90, 0.17201586)]"
1386,{G1J5-J7KD72NE-5025IFRZ},"[(26, 0.37514958), (52, 0.17821689), (54, 0.4239906)]"
1387,{O4S2-D7YL70YP-1332YPOG},"[(50, 0.9812524)]"
1388,{E1J0-Y7RE52ID-6068HEHP},"[(86, 0.9744685)]"
1389,{P2Q3-A5RJ01YF-2316UOFO},"[(36, 0.6455712), (37, 0.076604575), (43, 0.26186195)]"
1390,{Y2J8-X3XS16AK-6565KTUJ},"[(76, 0.6857927), (94, 0.29453525)]"
1391,{Z3W3-Y2SI28PO-8024XHMC},"[(24, 0.21794155), (72, 0.09674637), (82, 0.37002283), (92, 0.2980811)]"
1392,{Y1L8-Y6EM90KQ-6133LEKU},"[(20, 0.17762832), (79, 0.0160818), (81, 0.78557485)]"
1393,{A0C7-M3VN94GV-5891NJNC},"[(1, 0.17638303), (58, 0.80751574)]"
1394,{Q3C0-H8DE68HO-1218KIMA},"[(4, 0.46509308), (40, 0.12251639), (41, 0.39435977)]"
1395,{W5A9-Q3FY29ZL-7919ELJA},"[(32, 0.079879865), (82, 0.89776355)]"
1396,{H0Z6-C9TB20QM-3319JJJC},[]
1397,{H2P1-A8MB45EB-0684KULY},"[(11, 0.16119082), (39, 0.46505556), (48, 0.35667136)]"
1398,{C8J8-D4XM42MV-8905GVCV},"[(40, 0.058000486), (44, 0.026749443), (49, 0.19200453), (68, 0.70182997)]"
1399,{O2M9-K9SN66RJ-1115TTXT},"[(52, 0.30269063), (53, 0.18424222), (55, 0.49598572)]"
1400,{J3I4-C6YT55YV-7584OUGM},"[(15, 0.5804007), (56, 0.014968532), (57, 0.19313681), (70, 0.19666845)]"
1401,{N0N6-Z0GC80YK-4672KKQC},"[(56, 0.14266883), (70, 0.8339122)]"
1402,{D4V4-E6WK69SM-0966QLDR},"[(12, 0.45171168), (19, 0.37346637), (35, 0.1585951)]"
1403,{Z7L5-C2EJ09OE-7616VICA},"[(11, 0.22865765), (37, 0.75127053)]"
1404,{W0Y1-G7UH66TI-9060GGUR},"[(4, 0.95399135), (34, 0.025932616)]"
1405,{W0Q9-X3NY69PT-1982HMZA},"[(43, 0.4717547), (56, 0.12848955), (60, 0.2512471), (92, 0.1309873)]"
1406,{D6P6-P2SF13YH-7992VPIY},"[(47, 0.25854623), (49, 0.58083874), (95, 0.14382842)]"
1407,{N2S4-L5GY61CX-3459UIMP},"[(1, 0.4920461), (18, 0.49156088)]"
1408,{D0Q1-O5ND63MN-6988NUIX},"[(18, 0.25722602), (29, 0.08765018), (91, 0.62648815)]"
1409,{H4N7-D8TI30LH-4382DUYU},"[(20, 0.70739144), (22, 0.067269586), (27, 0.20795274)]"
1410,{A6F3-X1ZL96CW-6983WGWC},"[(77, 0.23548263), (81, 0.74726117)]"
1411,{V9S2-R6MP91RT-1510OETV},"[(7, 0.018712273), (25, 0.68731284), (70, 0.10138571), (96, 0.17597403)]"
1412,{O6H2-Q8QQ82AO-5912WECV},"[(75, 0.026874958), (86, 0.6348074), (92, 0.3226138)]"
1413,{O2Z2-H4MX08VM-9357RMVI},"[(37, 0.10813021), (41, 0.87179536)]"
1414,{O2Q1-R4TI46ME-3378FYFD},"[(7, 0.5127687), (79, 0.4648743)]"
1415,{M9R3-Q4JX72HY-0379XTIY},"[(54, 0.33806995), (76, 0.4828509), (98, 0.1513918)]"
1416,{G7O6-V0AX46YH-7967RQMY},"[(14, 0.01680045), (66, 0.9586039)]"
1417,{Y6E9-G1GB58SJ-1280LDWJ},"[(45, 0.09243975), (59, 0.112562396), (66, 0.7782101)]"
1418,{T6S3-U0TC69UL-7713FZMI},"[(1, 0.979301)]"
1419,{R2U2-W7HY65HD-0432QNQN},"[(41, 0.18883681), (53, 0.22796299), (59, 0.56774604)]"
1420,{E7R6-M7MK15CZ-0747QEVI},"[(44, 0.011055292), (74, 0.9684537)]"
1421,{Q8F6-L4OP84SJ-7585JRLR},"[(12, 0.75833994), (60, 0.17514414), (72, 0.051984143)]"
1422,{B7K7-Z5HU15QP-2949XWSZ},"[(17, 0.5131453), (19, 0.31255445), (87, 0.16170643)]"
1423,{T4X3-H5ZH68RH-3678GVGZ},"[(81, 0.97741824)]"
