user,day,action_id,content
EMR0269,2010-01-02,"[6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 6, 6]","['[(20, 0.1763097), (88, 0.8047733)]', '[(10, 0.16948506), (22, 0.4846617), (87, 0.3271293)]', '[(40, 0.89987975), (66, 0.08190498)]', '[(5, 0.32618144), (37, 0.047513098), (46, 0.48714086), (81, 0.12131963)]', '[(16, 0.31587481), (60, 0.5360343), (83, 0.12434283)]', '[(58, 0.9499868), (64, 0.026022203)]', '[(33, 0.66598576), (72, 0.2813166), (91, 0.02951378)]', '[(95, 0.9763395)]', '[(83, 0.9816004)]', '[(35, 0.013803716), (37, 0.73841894), (76, 0.21563311), (81, 0.014297821)]', '[(11, 0.28021085), (71, 0.6968676)]', '[(24, 0.3719752), (96, 0.6083532)]', '[(40, 0.371524), (62, 0.021976864), (74, 0.085575566), (85, 0.5069579)]', '[(13, 0.037144125), (38, 0.18612091), (67, 0.60115), (72, 0.16161941)]', '[(24, 0.67136055), (46, 0.040000226), (86, 0.26954758)]', '[(23, 0.106424764), (34, 0.87428665)]', '[(43, 0.2399511), (84, 0.731942)]', '[(11, 0.9716104)]', '[(59, 0.029347062), (71, 0.9527702)]', '[(35, 0.9819348)]', '[(12, 0.2953897), (23, 0.4212509), (36, 0.25960964)]', '[(98, 0.975768)]', '[(64, 0.9067601), (75, 0.07976393)]', '[(22, 0.49793947), (86, 0.4885869)]', '[(8, 0.8422407), (67, 0.13726708)]', '[(78, 0.97866285)]', '[(6, 0.29932633), (29, 0.6797441)]', '[(13, 0.7922699), (34, 0.18679948)]', '[(14, 0.08636194), (35, 0.5285897), (80, 0.36854675)]', '[(48, 0.5860537), (54, 0.39727437)]', '[(6, 0.31697708), (76, 0.27299356), (89, 0.3897432)]', '[(53, 0.33066517), (82, 0.43193054), (87, 0.21712068)]', '[(46, 0.97741514)]', '[(52, 0.65978205), (83, 0.3178635)]', '[(1, 0.7200142), (79, 0.2571106)]', '[(28, 0.10655989), (81, 0.8705648)]', '[(12, 0.97885823)]', '[(75, 0.28068894), (78, 0.6983652)]', '[(0, 0.053169005), (79, 0.35707027), (88, 0.57353354)]', '[(28, 0.08480531), (39, 0.12176107), (53, 0.20587678), (70, 0.57149607)]']"
EMR0269,2010-01-03,"[3, 3, 3, 3, 3, 3, 3, 3]","['[(38, 0.17665187), (41, 0.5123297), (77, 0.2973057)]', '[(53, 0.89272845), (65, 0.09341632)]', '[(64, 0.97576517)]', '[(36, 0.7682274), (93, 0.20778036)]', '[(29, 0.7731807), (81, 0.2039447)]', '[(58, 0.3648059), (82, 0.54641706), (85, 0.06613244)]', '[(51, 0.3535879), (68, 0.6224199)]', '[(58, 0.31324485), (61, 0.662764)]']"
EMR0269,2010-01-04,,
EPJ0445,2010-01-02,,
EPJ0445,2010-01-03,,
EPJ0445,2010-01-04,,
ESH1028,2010-01-02,"[6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 6, 6, 16, 16, 16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6]","['[(59, 0.22147681), (67, 0.6083243), (81, 0.15216818)]', '[(34, 0.18320963), (53, 0.7356508), (60, 0.06310678)]', '[(29, 0.77073586), (61, 0.20033461)]', '[(57, 0.9707751)]', '[(23, 0.06349188), (57, 0.7363064), (72, 0.17948747)]', '[(26, 0.12103494), (47, 0.30388215), (59, 0.554367)]', '[(7, 0.090878345), (48, 0.03317859), (86, 0.4637909), (88, 0.39397073)]', '[(55, 0.65311337), (66, 0.32832575)]', '[(8, 0.11099824), (42, 0.044958834), (47, 0.601605), (81, 0.2210234)]', '[(0, 0.826658), (54, 0.15148449)]', '[(49, 0.55911255), (73, 0.4244933)]', '[(15, 0.38143462), (65, 0.6021723)]', '[(60, 0.9861992)]', '[(20, 0.05755483), (40, 0.9287835)]', '[(43, 0.8018434), (49, 0.18418932)]', '[(47, 0.0933615), (49, 0.4763509), (93, 0.04713434), (98, 0.37013146)]', '[(1, 0.7369456), (11, 0.24256276)]', '[(51, 0.7307291), (90, 0.24877682)]', '[(38, 0.29383323), (45, 0.68430734)]', '[(62, 0.8439526), (63, 0.13418788)]', '[(37, 0.97452134)]', '[(12, 0.6304492), (26, 0.34433)]', '[(92, 0.9745246)]', '[(25, 0.97452337)]', '[(14, 0.08144605), (88, 0.8919658)]', '[(79, 0.97314423)]', '[(29, 0.33504578), (95, 0.64882904)]', '[(55, 0.8566058), (69, 0.12726869)]', '[(22, 0.6351988), (27, 0.15346006), (50, 0.19723094)]', '[(69, 0.1762163), (93, 0.80952835)]', '[(50, 0.61560386), (53, 0.35917604)]', '[(44, 0.42342138), (54, 0.5463125)]', '[(22, 0.4045272), (75, 0.55103105), (78, 0.027654817)]', '[(21, 0.27863535), (25, 0.58345634), (65, 0.08075501), (67, 0.04053749)]', '[(7, 0.5040551), (97, 0.15253127), (99, 0.32691056)]', '[(12, 0.024500776), (39, 0.60357046), (48, 0.248516), (81, 0.10707962)]', '[(13, 0.6741313), (43, 0.07217589), (48, 0.22868028)]', '[(0, 0.19363406), (32, 0.106278665), (90, 0.32007492), (98, 0.36310613)]', '[(65, 0.980515)]', '[(6, 0.17439276), (17, 0.41164437), (93, 0.3948717)]']"
ESH1028,2010-01-03,,
ESH1028,2010-01-04,,
ESM1828,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]","['[(41, 0.4312739), (68, 0.54822475)]', '[(0, 0.16494918), (96, 0.8145539)]', '[(1, 0.39104414), (7, 0.58928305)]', '[(16, 0.23306312), (96, 0.747263)]', '[(93, 0.9731413)]', '[(27, 0.5646541), (34, 0.1695749), (90, 0.23945564)]', '[(0, 0.91808236), (47, 0.060532637)]', '[(75, 0.9784009)]', '[(10, 0.52778053), (80, 0.45366096)]', '[(61, 0.17016007), (75, 0.21991394), (84, 0.59155506)]', '[(14, 0.9819339)]', '[(3, 0.2515076), (53, 0.4909008), (72, 0.23988883)]', '[(24, 0.9378912), (65, 0.012167938), (94, 0.03286008)]', '[(51, 0.023885122), (94, 0.60469115), (97, 0.35434294)]', '[(98, 0.4558582), (99, 0.5245276)]', '[(26, 0.19068475), (39, 0.025746161), (47, 0.7648447)]', '[(61, 0.18273781), (96, 0.4615643), (98, 0.3423605)]', '[(1, 0.32753152), (24, 0.34575665), (48, 0.24634822), (87, 0.06716341)]', '[(20, 0.972397)]', '[(32, 0.69377583), (39, 0.02523686), (43, 0.25394228)]', '[(32, 0.9779189)]', '[(27, 0.50499254), (86, 0.47314912)]', '[(50, 0.98007107)]', '[(2, 0.9801281)]']"
ESM1828,2010-01-03,,
ESM1828,2010-01-04,,
ESW0928,2010-01-02,,
ESW0928,2010-01-03,,
ESW0928,2010-01-04,,
EZB0925,2010-01-02,,
EZB0925,2010-01-03,"[10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","['[(53, 0.96267456), (73, 0.0100022685)]', '[(80, 0.9723985)]', '[(64, 0.98013234)]', '[(95, 0.9801325)]', '[(39, 0.1350179), (43, 0.40746823), (61, 0.43892857)]', '[(5, 0.39983922), (69, 0.13752146), (99, 0.44690648)]', '[(4, 0.07337387), (48, 0.21757615), (75, 0.3794548), (85, 0.31405464)]', '[(38, 0.98397714)]', '[(5, 0.03061047), (38, 0.9535281)]', '[(11, 0.6951911), (46, 0.2889463)]']"
EZB0925,2010-01-04,,
FAJ1122,2010-01-02,,
FAJ1122,2010-01-03,,
FAJ1122,2010-01-04,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","['[(9, 0.34826437), (90, 0.1065781), (92, 0.5235226)]', '[(2, 0.1775508), (6, 0.80059075)]', '[(21, 0.7251604), (40, 0.25248358)]', '[(57, 0.97741634)]', '[(39, 0.9351623), (58, 0.038950123)]', '[(35, 0.9738508)]', '[(26, 0.4212649), (39, 0.55161846)]', '[(23, 0.422336), (45, 0.4146766), (80, 0.14461616)]', '[(95, 0.8814824), (99, 0.09884383)]', '[(60, 0.03395824), (67, 0.9463697)]', '[(11, 0.20693487), (98, 0.76325727)]', '[(71, 0.9698901)]']"
FMG1549,2010-01-02,,
FMG1549,2010-01-03,,
FMG1549,2010-01-04,,
GAT1343,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16, 6, 6]","['[(90, 0.9668777)]', '[(1, 0.25693387), (78, 0.71027464)]', '[(32, 0.98193336)]', '[(27, 0.98193175)]', '[(32, 0.5031234), (70, 0.48101124)]', '[(27, 0.21158865), (70, 0.22544688), (73, 0.5472603)]', '[(40, 0.033910934), (93, 0.5993752), (96, 0.34724158)]', '[(39, 0.9779651)]', '[(90, 0.98471415)]', '[(23, 0.2551055), (51, 0.72976154)]']"
GAT1343,2010-01-03,,
GAT1343,2010-01-04,,
GCH0470,2010-01-02,,
GCH0470,2010-01-03,,
GCH0470,2010-01-04,,
GFS0750,2010-01-02,,
GFS0750,2010-01-03,,
GFS0750,2010-01-04,,
GGM1604,2010-01-02,,
GGM1604,2010-01-03,,
GGM1604,2010-01-04,,
GHW0372,2010-01-02,,
GHW0372,2010-01-03,,
GHW0372,2010-01-04,,
GIA1171,2010-01-02,,
GIA1171,2010-01-03,,
GIA1171,2010-01-04,"[10, 10, 10, 10]","['[(7, 0.9783986)]', '[(38, 0.47628748), (57, 0.50232977)]', '[(13, 0.52021325), (40, 0.36607185), (64, 0.097753875)]', '[(67, 0.90846205), (91, 0.07541188)]']"
GKW0043,2010-01-02,,
GKW0043,2010-01-03,,
GKW0043,2010-01-04,,
GMR1399,2010-01-02,,
GMR1399,2010-01-03,,
GMR1399,2010-01-04,,
GRB0748,2010-01-02,,
GRB0748,2010-01-03,,
GRB0748,2010-01-04,,
GSA1925,2010-01-02,,
GSA1925,2010-01-03,,
GSA1925,2010-01-04,,
GVM1337,2010-01-02,"[6, 6, 6, 6, 6, 6, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 6, 6]","['[(2, 0.1038694), (42, 0.13776097), (72, 0.13141331), (97, 0.61062354)]', '[(12, 0.97925276)]', '[(9, 0.28685117), (54, 0.40212432), (92, 0.2953215)]', '[(18, 0.21888407), (22, 0.3728092), (64, 0.11193589), (67, 0.18287827), (71, 0.09811195)]', '[(11, 0.26982427), (21, 0.03573385), (41, 0.6732742)]', '[(28, 0.70338947), (66, 0.1418057), (84, 0.13363828)]', '[(51, 0.260483), (66, 0.71847296)]', '[(10, 0.97821736)]', '[(40, 0.15436897), (85, 0.7012925), (91, 0.12561451)]', '[(72, 0.9808899)]', '[(15, 0.9815988)]', '[(40, 0.8453033), (70, 0.10210391), (95, 0.03456217)]', '[(70, 0.8090777), (92, 0.1753093)]', '[(29, 0.5968795), (31, 0.16315307), (40, 0.05620607), (85, 0.022992192), (95, 0.14563245)]', '[(20, 0.5065346), (62, 0.37455687), (64, 0.09626459)]', '[(70, 0.97688925)]', '[(22, 0.60241383), (30, 0.30908784), (36, 0.06778324)]', '[(79, 0.12691304), (80, 0.3611766), (99, 0.49119332)]', '[(63, 0.310157), (75, 0.6705551)]', '[(11, 0.42419395), (46, 0.53143704), (50, 0.02527751)]']"
GVM1337,2010-01-03,,
GVM1337,2010-01-04,,
GWO1660,2010-01-02,,
GWO1660,2010-01-03,,
GWO1660,2010-01-04,,
GXM1952,2010-01-02,,
GXM1952,2010-01-03,,
GXM1952,2010-01-04,,
HAL1933,2010-01-02,,
HAL1933,2010-01-03,,
HAL1933,2010-01-04,,
HBF1179,2010-01-02,,
HBF1179,2010-01-03,,
HBF1179,2010-01-04,,
HBP0009,2010-01-02,,
HBP0009,2010-01-03,,
HBP0009,2010-01-04,,
HBR1528,2010-01-02,,
HBR1528,2010-01-03,"[10, 10, 10, 10, 10, 10, 0, 0, 14, 14, 10, 10, 0, 0, 10, 10]","['[(86, 0.9744685)]', '[(4, 0.54490113), (80, 0.43870512)]', '[(11, 0.16119082), (39, 0.46505556), (48, 0.35667136)]', '[(28, 0.73644114), (37, 0.24630138)]', '[(9, 0.7129549), (74, 0.053295735), (93, 0.21804535)]', '[(75, 0.026874958), (86, 0.6348074), (92, 0.3226138)]', '[(11, 0.65866894), (26, 0.111339524), (47, 0.15079762), (84, 0.054483432)]', '[(26, 0.4758742), (87, 0.4989037)]', '[(31, 0.9532062), (99, 0.026718404)]', '[(50, 0.11714204), (69, 0.7418406), (87, 0.12114763)]', '[(37, 0.21208544), (47, 0.71521056), (79, 0.04836477)]', '[(95, 0.97515965)]', '[(35, 0.97452295)]', '[(10, 0.9745244)]', '[(23, 0.058427647), (31, 0.7106977), (43, 0.21059054)]', '[(33, 0.63531494), (40, 0.34419373)]']"
HBR1528,2010-01-04,"[10, 10]","['[(64, 0.98012453)]', '[(19, 0.119460985), (35, 0.59409326), (83, 0.26697204)]']"
HJB1444,2010-01-02,,
HJB1444,2010-01-03,,
HJB1444,2010-01-04,,
HJS0909,2010-01-02,,
HJS0909,2010-01-03,,
HJS0909,2010-01-04,,
HKK0881,2010-01-02,,
HKK0881,2010-01-03,,
HKK0881,2010-01-04,,
HLG1851,2010-01-02,"[16, 16, 16, 16]","['[(28, 0.25324485), (75, 0.28022116), (86, 0.08746783), (97, 0.3624516)]', '[(0, 0.5469836), (4, 0.034322854), (10, 0.40190595)]', '[(94, 0.97142494)]', '[(11, 0.9258373), (61, 0.0527794)]']"
HLG1851,2010-01-03,,
HLG1851,2010-01-04,,
HLH0682,2010-01-02,,
HLH0682,2010-01-03,,
HLH0682,2010-01-04,"[3, 3, 5, 5, 5, 5, 3, 3, 0, 0, 5, 5]","['[(63, 0.96178555)]', '[(19, 0.96179074)]', '[(54, 0.9763433)]', '[(16, 0.70288527), (30, 0.27369606)]', '[(28, 0.3054935), (41, 0.3641346), (86, 0.25347456), (98, 0.05968963)]', '[(0, 0.72656333), (86, 0.25587168)]', '[(49, 0.7331589), (69, 0.10205814), (90, 0.14799641)]', '[(77, 0.44959202), (92, 0.53340113)]', '[(15, 0.022824705), (30, 0.12872759), (70, 0.83221966)]', '[(63, 0.3313096), (65, 0.65229744)]', '[(9, 0.03781448), (16, 0.66977996), (79, 0.27501878)]', '[(45, 0.9822566)]']"
HMC1677,2010-01-02,,
HMC1677,2010-01-03,,
HMC1677,2010-01-04,,
HMC1847,2010-01-02,"[16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16, 16]","['[(89, 0.9792979)]', '[(39, 0.6362669), (62, 0.06718225), (85, 0.27626678)]', '[(15, 0.16579518), (34, 0.4189312), (62, 0.16766241), (70, 0.22794443)]', '[(48, 0.97972274)]', '[(22, 0.14880227), (82, 0.8293406)]', '[(7, 0.4758786), (68, 0.09558658), (69, 0.40689716)]', '[(13, 0.4669263), (53, 0.03875871), (56, 0.47628337)]', '[(51, 0.56901306), (88, 0.41277027)]', '[(56, 0.20931995), (68, 0.76929605)]', '[(44, 0.5642544), (94, 0.4143614)]', '[(5, 0.48683527), (25, 0.48857212)]', '[(1, 0.5304416), (69, 0.44496876)]', '[(73, 0.96895003)]', '[(33, 0.9341223), (74, 0.035136975)]', '[(6, 0.10387298), (40, 0.022877906), (48, 0.85253316)]', '[(63, 0.9788594)]', '[(12, 0.7088167), (34, 0.27581227)]', '[(5, 0.3043726), (39, 0.08505734), (57, 0.034186848), (95, 0.56132656)]', '[(7, 0.5067763), (35, 0.4739357)]', '[(5, 0.32724345), (12, 0.39907736), (76, 0.25458652)]', '[(3, 0.9757678)]', '[(16, 0.047842573), (50, 0.87207013), (53, 0.056337096)]', '[(39, 0.016034914), (44, 0.9670067)]', '[(35, 0.103106916), (51, 0.879933)]', '[(44, 0.59406924), (75, 0.38251188)]', '[(85, 0.97634184)]', '[(54, 0.16660233), (98, 0.8164373)]', '[(46, 0.15230043), (54, 0.8307404)]', '[(23, 0.22544059), (69, 0.74282825)]', '[(1, 0.44783753), (88, 0.5204305)]', '[(26, 0.17169952), (58, 0.80230016)]', '[(72, 0.076097965), (94, 0.9004801)]', '[(41, 0.058633827), (57, 0.4822433), (89, 0.44173622)]', '[(59, 0.466696), (65, 0.20067774), (80, 0.3152395)]', '[(19, 0.04896392), (31, 0.67601883), (95, 0.25698712)]', '[(47, 0.98158085)]', '[(42, 0.7661603), (46, 0.21658221)]', '[(55, 0.9825671)]', '[(27, 0.20185448), (75, 0.77353233)]', '[(35, 0.26257202), (77, 0.58735406), (99, 0.13323843)]', '[(0, 0.12711498), (34, 0.42226052), (55, 0.4303401)]', '[(59, 0.20192906), (97, 0.77757746)]', '[(65, 0.59445626), (83, 0.38662684)]', '[(38, 0.09007997), (53, 0.3163866), (86, 0.574809)]']"
HMC1847,2010-01-03,,
HMC1847,2010-01-04,,
HMI1448,2010-01-02,"[16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 6, 6, 16, 16, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16]","['[(39, 0.98125106)]', '[(35, 0.35290688), (39, 0.20897204), (62, 0.41975075)]', '[(36, 0.94891524), (99, 0.030591128)]', '[(16, 0.87969536), (22, 0.0998124)]', '[(73, 0.027188163), (74, 0.52034616), (77, 0.43129915)]', '[(98, 0.9784005)]', '[(35, 0.4175456), (66, 0.5638965)]', '[(13, 0.017825931), (56, 0.12828945), (67, 0.8355134)]', '[(44, 0.112853535), (78, 0.5613905), (89, 0.30628222)]', '[(3, 0.46596316), (4, 0.5143624)]', '[(0, 0.5907945), (70, 0.38487166)]', '[(1, 0.9322261), (30, 0.04770051)]', '[(0, 0.7182113), (96, 0.2571973)]', '[(20, 0.24786568), (74, 0.6014636), (86, 0.12633045)]', '[(27, 0.39776522), (54, 0.031667884), (98, 0.5537805)]', '[(10, 0.20541497), (29, 0.77762616)]', '[(0, 0.5100791), (49, 0.46259513)]', '[(86, 0.97239494)]', '[(27, 0.3864328), (45, 0.32501894), (54, 0.27520984)]', '[(17, 0.07098144), (20, 0.06701856), (36, 0.84866303)]', '[(0, 0.22632504), (56, 0.08876643), (72, 0.6694536)]', '[(4, 0.4470812), (73, 0.010356225), (80, 0.52710795)]', '[(36, 0.08862363), (46, 0.8899916)]', '[(21, 0.5173124), (25, 0.37988725), (80, 0.081634425)]', '[(58, 0.96894675)]', '[(67, 0.968953)]', '[(69, 0.41740277), (70, 0.5551927), (71, 0.011951327)]', '[(1, 0.63171756), (48, 0.34617457)]', '[(50, 0.6963234), (69, 0.28360352)]', '[(4, 0.6686899), (11, 0.19242528), (52, 0.11901536)]', '[(7, 0.02682916), (9, 0.15561432), (80, 0.4062202), (92, 0.39553887)]', '[(4, 0.18830833), (39, 0.2894369), (58, 0.26423267), (81, 0.24222471)]', '[(46, 0.35794938), (53, 0.6219757)]', '[(4, 0.43415368), (14, 0.26823103), (28, 0.2777457)]', '[(62, 0.5406976), (85, 0.3288998), (88, 0.1123736)]', '[(58, 0.0816495), (60, 0.90013546)]', '[(14, 0.65044546), (73, 0.33133954)]', '[(13, 0.45578638), (44, 0.068264335), (56, 0.45792007)]', '[(29, 0.46389794), (40, 0.49121815), (49, 0.023716783)]', '[(10, 0.15130511), (23, 0.6520932), (85, 0.17543565)]', '[(96, 0.97160923)]', '[(67, 0.19464761), (70, 0.7772485)]', '[(27, 0.582512), (39, 0.03331763), (56, 0.36820912)]', '[(4, 0.9245776), (81, 0.05929692)]', '[(93, 0.89063257), (96, 0.08798487)]', '[(31, 0.96654314), (75, 0.012073374)]', '[(68, 0.05898636), (78, 0.9205198)]', '[(3, 0.30472544), (83, 0.6747811)]', '[(28, 0.67964953), (38, 0.29849118)]', '[(16, 0.038249515), (38, 0.32748154), (80, 0.6126317)]']"
HMI1448,2010-01-03,,
HMI1448,2010-01-04,,
HMW0602,2010-01-02,"[10, 10, 13, 13, 6, 6, 14, 14, 6, 6, 13, 13, 6, 6, 10, 10, 12, 12, 12, 12, 12, 12, 10, 10]","['[(30, 0.29279634), (67, 0.55619085), (74, 0.13264462)]', '[(15, 0.09216178), (81, 0.81580967), (91, 0.07365842)]', '[(68, 0.69330794), (71, 0.2853105)]', '[(83, 0.97840226)]', '[(27, 0.69639844), (73, 0.28174183)]', '[(5, 0.3103586), (21, 0.14405441), (57, 0.4264461), (89, 0.097725555)]', '[(16, 0.97278625)]', '[(6, 0.6532211), (94, 0.32278746)]', '[(57, 0.9774206)]', '[(26, 0.6467414), (30, 0.33090436)]', '[(35, 0.15444073), (66, 0.026802652), (90, 0.7971895)]', '[(3, 0.1363015), (41, 0.6390471), (86, 0.20348486)]', '[(54, 0.9657422)]', '[(42, 0.6455168), (99, 0.32056564)]', '[(22, 0.30746257), (43, 0.03638237), (61, 0.17266652), (85, 0.46564358)]', '[(41, 0.8274134), (77, 0.1543708)]', '[]', '[]', '[]', '[]', '[]', '[]', '[(51, 0.70775044), (67, 0.2721749)]', '[(49, 0.8094369), (57, 0.1704882)]']"
HMW0602,2010-01-03,,
HMW0602,2010-01-04,,
HNJ0638,2010-01-02,,
HNJ0638,2010-01-03,,
HNJ0638,2010-01-04,,
HPC1941,2010-01-02,,
HPC1941,2010-01-03,,
HPC1941,2010-01-04,"[10, 10, 10, 10, 15, 15, 0, 0, 15, 15, 10, 10, 13, 13, 14, 14, 0, 0, 12, 12]","['[(21, 0.19251268), (35, 0.60533196), (70, 0.18592696)]', '[(42, 0.9834396)]', '[(52, 0.8478693), (56, 0.1312032)]', '[(9, 0.2944266), (16, 0.05116837), (67, 0.63368976)]', '[(59, 0.81793916), (80, 0.033825308), (99, 0.12876369)]', '[(47, 0.16030957), (76, 0.3321303), (94, 0.48808783)]', '[(63, 0.63973993), (90, 0.3388769)]', '[(20, 0.4350044), (34, 0.5436107)]', '[(2, 0.16672473), (66, 0.63279617), (70, 0.18695608)]', '[(72, 0.19941239), (76, 0.26103637), (88, 0.519237)]', '[(6, 0.26562098), (38, 0.51370203), (51, 0.20389013)]', '[(43, 0.20707959), (74, 0.2223648), (84, 0.5537687)]', '[(9, 0.84272116), (54, 0.14115407)]', '[(36, 0.7741656), (68, 0.2097072)]', '[(65, 0.11449351), (88, 0.86621964)]', '[(34, 0.74990445), (84, 0.23080847)]', '[(15, 0.9783963)]', '[(53, 0.6651293), (56, 0.18131787), (90, 0.13238582)]', '[]', '[]']"
HRE1950,2010-01-02,"[6, 6, 10, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 16, 16, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 10, 10, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]","['[(15, 0.15006292), (55, 0.8335432)]', '[(7, 0.24605888), (19, 0.7375489)]', '[(10, 0.5071744), (75, 0.46549913)]', '[(85, 0.97240204)]', '[(18, 0.070186704), (28, 0.25779548), (63, 0.4934138), (69, 0.09354556), (87, 0.06802974)]', '[(6, 0.9288138), (9, 0.013922476), (20, 0.03987796)]', '[(94, 0.97885835)]', '[(0, 0.021383312), (3, 0.2044612), (15, 0.02499423), (64, 0.7286574)]', '[(28, 0.98225415)]', '[(12, 0.19911239), (38, 0.257642), (41, 0.19240904), (79, 0.33362836)]', '[(20, 0.7243228), (38, 0.2120773), (42, 0.04412588)]', '[(84, 0.9801264)]', '[(78, 0.9715306)]', '[(12, 0.9028703), (81, 0.06902599)]', '[(43, 0.8416987), (90, 0.13862647)]', '[(47, 0.5961007), (74, 0.38422558)]', '[(24, 0.68035346), (91, 0.30324766)]', '[(22, 0.3593906), (41, 0.26309705), (87, 0.36128384)]', '[(6, 0.18477035), (24, 0.28247228), (39, 0.47213545), (84, 0.04532627)]', '[(38, 0.42254055), (49, 0.22775471), (72, 0.33425012)]', '[(13, 0.9316221), (91, 0.05301089)]', '[(31, 0.961038), (73, 0.023591561)]', '[(31, 0.6375589), (95, 0.3390194)]', '[(63, 0.688664), (82, 0.28791627)]', '[(4, 0.63989246), (22, 0.34043577)]', '[(13, 0.22816972), (49, 0.14098027), (99, 0.61137813)]', '[(27, 0.17374782), (58, 0.8061782)]', '[(79, 0.97972006)]', '[(66, 0.01374824), (78, 0.9673353)]', '[(1, 0.98089266)]', '[(12, 0.6458898), (90, 0.3312341)]', '[(30, 0.6501512), (55, 0.32697365)]', '[(1, 0.74049324), (13, 0.2409445)]', '[(41, 0.01638836), (86, 0.9650525)]', '[(33, 0.78008723), (71, 0.20023824)]', '[(50, 0.32371792), (64, 0.65660924)]', '[(14, 0.5244517), (38, 0.45698878)]', '[(26, 0.34327647), (79, 0.6381619)]', '[(23, 0.91773397), (93, 0.062188663)]', '[(59, 0.75543976), (82, 0.19689515), (94, 0.027795494)]', '[(22, 0.6315896), (49, 0.3483327)]', '[(69, 0.039691553), (87, 0.94023114)]', '[(3, 0.9797216)]', '[(31, 0.259743), (69, 0.68157244), (96, 0.03881189)]', '[(72, 0.03914101), (87, 0.9415707)]', '[(10, 0.32182166), (47, 0.65889114)]', '[(28, 0.5624367), (49, 0.010390495), (78, 0.41326398)]', '[(2, 0.07496024), (5, 0.040400337), (7, 0.25403038), (68, 0.6168422)]', '[(20, 0.81969357), (48, 0.15442212)]', '[(0, 0.32908195), (47, 0.64503306)]', '[(49, 0.65011203), (69, 0.32529476)]', '[(53, 0.9453154), (72, 0.03009167)]', '[(53, 0.5470357), (55, 0.2756864), (88, 0.15740801)]', '[(52, 0.3197237), (96, 0.6602005)]', '[(35, 0.44630232), (90, 0.53276765)]', '[(41, 0.497421), (86, 0.48164955)]', '[(96, 0.97239536)]', '[(80, 0.97239864)]', '[(19, 0.9478766), (91, 0.03204966)]', '[(7, 0.35027865), (47, 0.6096503), (70, 0.020201655)]', '[(2, 0.29491314), (15, 0.68579966)]', '[(52, 0.14832583), (65, 0.8323876)]', '[(62, 0.9796843)]', '[(93, 0.97297287)]', '[(17, 0.06215246), (40, 0.62086934), (55, 0.29788446)]', '[(48, 0.32246277), (53, 0.65825015)]', '[(18, 0.66383076), (73, 0.3168829)]', '[(23, 0.9395595), (39, 0.041155156)]', '[(14, 0.40526363), (39, 0.5163838), (53, 0.062125918)]', '[(18, 0.2369809), (32, 0.0740938), (40, 0.18417509), (45, 0.053836673), (58, 0.4350198)]', '[(8, 0.93558705), (38, 0.03161847)]', '[(12, 0.4639411), (15, 0.50326556)]', '[(9, 0.9763431)]', '[(36, 0.17975104), (99, 0.79682684)]', '[(23, 0.9616753), (71, 0.021363951)]', '[(8, 0.11303852), (41, 0.46772465), (50, 0.17790078), (84, 0.22472024)]', '[(22, 0.016049327), (67, 0.9657344)]', '[(19, 0.57061636), (41, 0.41116706)]', '[(2, 0.056037888), (51, 0.032375712), (94, 0.8945057)]', '[(37, 0.9825678)]', '[(2, 0.7799647), (64, 0.20577984)]', '[(34, 0.12800232), (41, 0.26325738), (64, 0.016696684), (74, 0.27129105), (86, 0.30693194)]', '[(74, 0.96080744)]', '[(56, 0.9679484)]']"
